employee_id,fullname,nip,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months,pauli,faxtor,disc_word,iq,gtq,tiki,mbti_enfj,mbti_enfp,mbti_entj,mbti_entp,mbti_esfj,mbti_esfp,mbti_estj,mbti_estp,mbti_infj,mbti_infp,mbti_intj,mbti_intp,mbti_isfj,mbti_isfp,mbti_istj,mbti_istp,disc_cd,disc_ci,disc_cs,disc_dc,disc_di,disc_ds,disc_ic,disc_id,disc_is,disc_sc,disc_sd,disc_si,papi_a,papi_b,papi_c,papi_d,papi_e,papi_f,papi_g,papi_i,papi_k,papi_l,papi_n,papi_o,papi_p,papi_r,papi_s,papi_t,papi_v,papi_w,papi_x,papi_z,str_responsibility,str_restorative,str_belief,str_deliberative,str_input,str_connectedness,str_analytical,str_activator,str_empathy,str_adaptability,str_individualization,str_harmony,str_strategic,str_includer,str_significance,str_discipline,str_arranger,str_competition,str_maximizer,str_futuristic,str_achiever,str_command,str_woo,str_intellection,str_learner,str_focus,str_ideation,str_relator,str_self_assurance,str_communication,str_developer,str_context,str_consistency,str_positivity,rating_2021,rating_2022,rating_2023,rating_2024,rating_2025,cex_2021,cex_2022,cex_2023,cex_2024,cex_2025,csi_2021,csi_2022,csi_2023,csi_2024,csi_2025,ftc_2021,ftc_2022,ftc_2023,ftc_2024,ftc_2025,gdr_2021,gdr_2022,gdr_2023,gdr_2024,gdr_2025,ids_2021,ids_2022,ids_2023,ids_2024,ids_2025,lie_2021,lie_2022,lie_2023,lie_2024,lie_2025,qdd_2021,qdd_2022,qdd_2023,qdd_2024,qdd_2025,sea_2021,sea_2022,sea_2023,sea_2024,sea_2025,sto_2021,sto_2022,sto_2023,sto_2024,sto_2025,vcu_2021,vcu_2022,vcu_2023,vcu_2024,vcu_2025
EMP101239,Bella Qolbi Simanjuntak,449746,4,4,4,3,1,2,3,2,1,37,93,55,Steadiness-Influencer,114.0,28.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,5.0,2.0,5.0,9.0,1.0,6.0,9.0,8.0,7.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,6.0,0,11,0,0,13,0,0,0,0,0,0,2,0,0,0,4,0,10,12,0,0,14,5,0,1,0,8,0,9,0,0,3,6,0,2.0,3.0,,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0
EMP101240,Rifqi Nabila Nugroho,739286,1,2,4,3,3,2,1,2,3,26,95,95,Influencer-Conscientious,96.0,34.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1.0,1.0,5.0,4.0,6.0,5.0,6.0,5.0,7.0,2.0,8.0,1.0,3.0,4.0,3.0,7.0,8.0,4.0,5.0,0,0,0,0,0,13,3,7,0,11,0,8,0,0,0,0,0,0,14,5,0,0,0,6,4,10,2,0,0,0,12,9,0,0,4.0,5.0,3.0,,,5.0,5.0,3.0,5.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,5.0,4.0,5.0,2.0,3.0,5.0,3.0,5.0,1.0,3.0,5.0,3.0,4.0,2.0,5.0,5.0,2.0,5.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0
EMP101241,Mahendra Wijaya,604327,2,1,5,3,4,1,3,4,1,48,26,24,Influencer-Steadiness,83.0,23.0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2.0,9.0,4.0,7.0,9.0,8.0,6.0,7.0,4.0,2.0,7.0,4.0,5.0,9.0,5.0,5.0,8.0,7.0,7.0,2,0,0,0,0,0,0,0,8,0,0,7,9,0,6,0,0,0,0,11,1,0,10,0,4,12,0,0,0,3,13,0,5,0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,4.0
EMP101242,Sari Saputra Tamba,342822,2,4,6,3,5,2,3,2,4,92,55,66,Conscientious-Dominant,139.0,31.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,9.0,4.0,6.0,7.0,9.0,7.0,8.0,5.0,8.0,5.0,2.0,8.0,3.0,9.0,4.0,5.0,4.0,5.0,1.0,0,0,0,0,10,9,2,6,0,1,7,12,0,14,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,13,3,0,,,3.0,2.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,5.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,5.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,5.0
EMP101243,Nugroho Setiawan,443039,3,4,2,4,2,1,2,1,3,54,31,89,Conscientious-Influencer,109.0,27.0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,1.0,9.0,7.0,6.0,9.0,9.0,2.0,3.0,2.0,3.0,8.0,4.0,6.0,7.0,4.0,2.0,2.0,5.0,4.0,0,3,0,14,0,0,0,0,0,0,0,0,0,12,0,0,0,5,0,0,0,11,0,0,0,4,2,9,8,7,13,0,1,0,,5.0,3.0,4.0,2.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,2.0,5.0,5.0,3.0,4.0,2.0,5.0,5.0,3.0,4.0,1.0,5.0,3.0,3.0,5.0,2.0,4.0,5.0,3.0,4.0,2.0,3.0,5.0,3.0,4.0,1.0,5.0,5.0,3.0,4.0,2.0
EMP101244,Evi Indrawan,615430,4,1,5,2,2,1,2,2,5,29,61,61,Steadiness-Dominant,81.0,31.0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0,7.0,5.0,7.0,6.0,5.0,5.0,8.0,3.0,2.0,4.0,5.0,2.0,9.0,3.0,4.0,8.0,6.0,8.0,7.0,0,0,0,14,12,0,0,0,1,5,0,0,0,0,7,4,0,0,9,10,0,0,0,0,8,0,0,0,0,6,11,13,3,2,3.0,3.0,3.0,2.0,,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0
EMP101245,Fitri Salsabila,106535,4,1,4,1,1,1,1,2,4,89,79,84,Steadiness-Influencer,109.0,16.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,7.0,1.0,8.0,1.0,9.0,5.0,9.0,5.0,7.0,9.0,5.0,6.0,1.0,3.0,5.0,5.0,7.0,5.0,7.0,0,0,0,0,0,5,0,0,0,12,2,0,0,10,0,0,4,7,6,13,0,0,0,8,9,0,0,3,14,11,0,0,0,0,3.0,,1.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,1.0,3.0,2.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,5.0,1.0,2.0,2.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0
EMP101246,Joko Pradana,838477,2,2,1,6,3,2,1,1,2,67,78,52,Dominant-Influencer,133.0,36.0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,8.0,7.0,5.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,7.0,5.0,4.0,5.0,8.0,4.0,4.0,5.0,4.0,9,0,0,14,0,4,0,10,0,3,0,6,0,1,5,0,0,0,12,0,0,0,0,0,8,0,0,0,13,0,2,0,7,0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0
EMP101247,Iman Syahputra,235296,4,3,3,6,5,2,2,3,3,35,60,66,Steadiness-Influencer,81.0,32.0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,6.0,5.0,3.0,4.0,8.0,1.0,5.0,5.0,4.0,9.0,7.0,8.0,3.0,6.0,7.0,4.0,5.0,8.0,9.0,1,13,6,0,0,0,11,0,0,0,12,2,0,0,0,7,0,10,0,5,4,0,0,3,0,0,8,0,0,14,9,0,0,0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,2.0,5.0,2.0,2.0,2.0,4.0,5.0,3.0,2.0
EMP101248,Cahyo Lestari,215777,3,2,3,3,1,1,1,4,3,85,47,95,Steadiness-Dominant,115.0,25.0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,2.0,9.0,1.0,7.0,6.0,3.0,1.0,5.0,6.0,5.0,3.0,5.0,9.0,6.0,9.0,5.0,9.0,9.0,7.0,3,8,7,0,1,5,11,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,14,0,13,0,0,0,4,4.0,4.0,2.0,5.0,5.0,4.0,3.0,2.0,5.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,5.0,1.0,5.0,4.0,4.0,4.0,1.0,3.0,5.0,4.0,4.0,1.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0
EMP101249,Nurlita Erlangga Maulida,961789,3,4,2,3,2,2,3,3,2,49,66,31,Dominant-Influencer,125.0,21.0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,1.0,5.0,1.0,6.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,9.0,9.0,3.0,8.0,7,6,0,0,0,0,0,0,3,9,0,12,0,2,13,0,0,0,0,0,0,0,5,0,14,0,8,0,0,0,0,10,4,0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0
EMP101250,Iman Wijaya,557794,4,4,2,3,2,2,1,1,3,69,71,40,Conscientious-Influencer,116.0,27.0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.0,2.0,1.0,2.0,8.0,3.0,7.0,7.0,9.0,3.0,7.0,1.0,5.0,4.0,2.0,6.0,7.0,7.0,7.0,5.0,0,0,0,0,13,0,6,2,4,8,0,0,0,12,0,0,14,0,0,0,11,0,9,0,0,3,5,0,7,0,0,10,1,0,4.0,4.0,1.0,2.0,5.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,5.0,3.0,4.0,1.0,1.0,5.0,5.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,5.0,4.0,3.0,1.0,1.0,5.0,4.0,5.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,1.0,5.0,3.0,4.0,3.0,2.0,5.0
EMP101251,Adit Pratama,830554,2,3,2,2,1,2,3,3,3,16,88,33,Dominant-Steadiness,109.0,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0,5.0,1.0,5.0,5.0,8.0,4.0,2.0,3.0,6.0,6.0,4.0,1.0,7.0,1.0,9.0,7.0,7.0,1.0,3.0,0,0,8,4,11,0,0,0,1,6,0,0,10,0,0,0,0,14,0,5,0,0,0,9,2,0,0,0,13,12,7,0,3,0,,1.0,2.0,5.0,3.0,3.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,2.0,5.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,5.0,4.0,3.0,1.0,2.0,5.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,5.0,2.0,3.0,1.0,2.0,5.0,2.0,3.0,1.0,3.0,5.0,3.0
EMP101252,Vania Ginting,908459,3,2,5,3,5,1,3,3,4,47,75,34,Steadiness-Influencer,81.0,23.0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,1.0,5.0,5.0,6.0,2.0,4.0,4.0,9.0,4.0,9.0,6.0,4.0,6.0,5.0,3.0,3.0,4.0,9.0,5.0,11,0,0,0,0,0,3,0,0,7,14,0,0,12,1,0,0,0,8,2,9,0,0,0,10,6,0,0,0,13,0,0,5,0,1.0,3.0,3.0,4.0,,2.0,3.0,3.0,5.0,3.0,1.0,3.0,3.0,5.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,5.0,3.0
EMP101253,Maya Baskara Ananda,683070,3,2,5,6,3,2,3,3,5,28,77,80,Influencer-Dominant,137.0,23.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,2.0,9.0,9.0,4.0,1.0,6.0,9.0,6.0,8.0,5.0,7.0,5.0,7.0,1.0,6.0,4.0,7.0,1.0,3.0,0,13,0,0,0,0,0,10,0,0,0,0,0,0,0,6,3,5,11,0,0,0,0,9,0,1,14,0,0,4,0,12,7,2,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0
EMP101254,Luthfi Qolbi Sinaga,575107,1,2,1,3,3,2,2,4,1,57,59,70,Conscientious-Steadiness,99.0,28.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,2.0,6.0,6.0,1.0,9.0,6.0,1.0,5.0,8.0,6.0,3.0,3.0,5.0,6.0,5.0,8.0,5.0,8.0,5.0,5,10,0,13,0,11,2,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,9,14,0,0,0,4,6,8,7,0,0,0,1.0,1.0,4.0,,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0
EMP101255,Gita Handayani,117348,1,1,3,4,4,1,2,1,6,24,94,73,Steadiness-Conscientious,109.0,27.0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,8.0,7.0,3.0,5.0,5.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,6.0,4.0,1.0,5.0,1.0,8.0,5.0,12,8,0,0,0,0,0,0,2,0,4,0,13,0,0,1,0,3,0,0,9,0,0,11,14,0,0,0,5,0,7,6,0,0,4.0,3.0,,5.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
EMP101256,Ayu Pratama,824113,1,4,6,4,5,1,1,1,6,47,96,86,Dominant-Conscientious,109.0,27.0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,4.0,5.0,4.0,2.0,5.0,2.0,5.0,9.0,2.0,6.0,4.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,6.0,0,0,1,0,0,0,9,0,10,12,11,0,0,0,0,0,3,0,0,2,0,6,0,8,0,7,0,0,0,0,0,5,14,0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0
EMP101257,Rifqi Erlangga Pradana,681974,4,2,3,5,1,2,1,3,5,62,35,28,Dominant-Conscientious,127.0,28.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,9.0,1.0,9.0,4.0,6.0,5.0,4.0,4.0,5.0,9.0,3.0,3.0,8.0,2.0,5.0,9.0,5.0,2.0,2.0,0,2,9,5,0,0,10,0,0,0,14,0,3,4,0,0,0,8,0,1,12,0,13,0,11,0,0,7,0,6,0,0,0,0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0
EMP101258,Cahyo Utami,359334,1,1,3,6,4,3,2,1,2,48,56,77,Steadiness-Influencer,81.0,34.0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,2.0,9.0,6.0,9.0,5.0,6.0,7.0,8.0,1.0,5.0,3.0,9.0,5.0,7.0,3.0,2.0,5.0,3.0,9.0,0,8,3,2,0,6,13,0,0,0,0,9,0,0,0,0,12,0,0,0,0,14,10,0,4,0,7,1,0,11,0,0,5,0,,3.0,1.0,,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0
EMP101259,Rafa Qolbi Indrawan,499021,3,1,2,1,4,3,3,4,1,29,95,89,Conscientious-Dominant,130.0,22.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,6.0,6.0,1.0,8.0,3.0,2.0,8.0,9.0,5.0,9.0,3.0,8.0,5.0,6.0,6.0,4.0,5.0,3.0,5.0,8,2,0,0,0,0,0,12,0,10,0,1,0,0,0,9,0,7,6,0,14,0,5,0,0,0,3,4,0,0,13,0,0,0,3.0,,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0
EMP101260,Satya Lestari,301230,2,2,3,4,3,1,3,3,5,78,93,97,Dominant-Influencer,109.0,27.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,9.0,1.0,8.0,6.0,6.0,8.0,3.0,8.0,8.0,8.0,6.0,9.0,5.0,0,0,0,8,10,12,0,0,7,0,0,0,0,13,14,0,6,0,0,0,0,0,2,0,0,4,1,0,3,5,9,0,11,0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0
EMP101261,Bayu Rachman Pratomo,156534,2,4,2,3,3,1,2,1,4,3,38,67,Influencer-Conscientious,109.0,28.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,3.0,5.0,9.0,5.0,1.0,6.0,2.0,2.0,6.0,3.0,5.0,7.0,5.0,3.0,3.0,9.0,9.0,4.0,4.0,3,0,13,0,0,0,0,7,0,0,0,0,6,11,0,14,0,0,0,0,0,8,0,5,2,0,0,0,0,12,1,0,10,0,,2.0,2.0,3.0,,3.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0
EMP101262,Ari Baskara Yulianto,535735,4,3,6,4,2,2,1,4,3,39,26,31,Conscientious-Influencer,109.0,27.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,9.0,3.0,2.0,7.0,5.0,8.0,8.0,9.0,5.0,9.0,2.0,3.0,4.0,5.0,4.0,9.0,5.0,4.0,2.0,12,10,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,8,0,9,5,13,0,0,0,3,1,7,14,0,0,3.0,3.0,2.0,,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0
EMP101263,Intan Purnama,441536,4,3,5,4,4,3,2,2,4,20,65,87,Dominant-Conscientious,109.0,27.0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,3.0,6.0,1.0,8.0,7.0,5.0,3.0,4.0,5.0,1.0,4.0,5.0,8.0,3.0,8.0,6.0,4.0,1.0,6.0,0,13,11,0,0,12,0,9,0,2,10,0,0,0,0,0,0,0,1,6,0,0,0,4,0,0,7,0,5,0,0,14,0,3,,5.0,2.0,5.0,4.0,3.0,5.0,2.0,5.0,4.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,1.0,5.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0,5.0,1.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,5.0,1.0,5.0,3.0,3.0,4.0,1.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0
EMP101264,Luthfi Pramudita Simanjuntak,956623,3,2,2,6,4,3,2,1,5,52,24,26,Influencer-Steadiness,95.0,22.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,2.0,7.0,5.0,1.0,2.0,7.0,8.0,2.0,5.0,9.0,5.0,7.0,1.0,2.0,2.0,5.0,5.0,6.0,5.0,0,0,10,12,4,0,9,0,2,5,14,0,0,0,0,0,13,0,0,3,0,0,0,0,11,1,0,0,0,6,8,0,0,0,5.0,2.0,,3.0,2.0,5.0,3.0,2.0,4.0,1.0,5.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,4.0,2.0,5.0,1.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,3.0,3.0
